날짜,종가,시가,고가,저가,거래량,변동 %
2023-03-20,37295000.0,37228000.0,37838000.0,36217000.0,10244.52549002,0.18%
2023-03-19,37233000.0,35760000.0,37526000.0,35657000.0,7991.51626721,4.12%
2023-03-18,35767000.0,36207000.0,36649000.0,35500000.0,9300.23174069,-1.22%
2023-03-17,36207000.0,33309000.0,36649000.0,33300000.0,15037.60037165,8.70%
2023-03-16,33335000.0,32505000.0,33455000.0,32307000.0,6814.43349526,2.55%
2023-03-15,32511000.0,32491000.0,33500000.0,32000000.0,11093.60434797,0.06%
2023-03-14,32490000.0,31676000.0,34469000.0,31579000.0,17872.07887712,2.57%
2023-03-13,31676000.0,29190000.0,32000000.0,28855000.0,13888.83820988,8.52%
2023-03-12,29199000.0,27722000.0,29300000.0,27167000.0,6122.0855742,5.33%
2023-03-11,27737000.0,27341000.0,28023000.0,26870000.0,6228.73937386,1.45%
2023-03-10,27343000.0,27604000.0,27605000.0,26707000.0,9730.63224025,-0.95%
2023-03-09,27604000.0,29018000.0,29320000.0,27415000.0,9841.87622634,-4.87%
2023-03-08,29023000.0,29579000.0,29660000.0,29000000.0,5501.29398149,-1.88%
2023-03-07,29579000.0,29769000.0,29978000.0,29250000.0,7624.3543545,-0.64%
2023-03-06,29769000.0,29982000.0,30066000.0,29638000.0,2405.78623199,-0.71%
2023-03-05,29982000.0,29837000.0,30097000.0,29650000.0,2189.45390953,0.49%
2023-03-04,29838000.0,29710000.0,29907000.0,29638000.0,2222.29120474,0.43%
2023-03-03,29709000.0,31109000.0,31135000.0,29508000.0,7298.81785293,-4.50%
2023-03-02,31109000.0,31106000.0,31284000.0,30800000.0,4579.43771609,0.01%
2023-03-01,31106000.0,31024000.0,31600000.0,30805000.0,4532.68487609,0.26%
2023-02-28,31024000.0,31255000.0,31323000.0,30904000.0,3593.40757255,-0.74%
2023-02-27,31255000.0,31279000.0,31654000.0,30890000.0,4718.97425586,-0.08%
2023-02-26,31279000.0,30959000.0,31384000.0,30710000.0,3065.82030173,1.03%
2023-02-25,30959000.0,30868000.0,31000000.0,30291000.0,4719.68489555,0.29%
2023-02-24,30877000.0,31400000.0,31485000.0,30560000.0,6775.08622994,-1.67%
2023-02-23,31398000.0,31638000.0,31999000.0,30960000.0,6836.96402152,-0.76%
2023-02-22,31619000.0,31751000.0,31850000.0,30900000.0,7731.25766663,-0.42%
2023-02-21,31736000.0,31883000.0,32600000.0,31510000.0,9416.92852949,-0.46%
2023-02-20,31883000.0,31434000.0,32148000.0,31000000.0,8070.98678492,1.43%
2023-02-19,31435000.0,31789000.0,32370000.0,31400000.0,8172.91625373,-1.11%
2023-02-18,31789000.0,31641000.0,32014000.0,31498000.0,5267.64033206,0.47%
2023-02-17,31641000.0,30466000.0,32090000.0,30278000.0,9141.33783666,3.86%
2023-02-16,30451000.0,31183000.0,32458000.0,30400000.0,12781.37026202,-2.35%
2023-02-15,31186000.0,28782000.0,31400000.0,28611000.0,12911.88082878,8.35%
2023-02-14,28798000.0,28334000.0,28850000.0,27950000.0,8113.17147525,1.64%
2023-02-13,28309000.0,28264000.0,28379000.0,27910000.0,5446.98588992,0.16%
2023-02-12,28263000.0,28360000.0,28490000.0,28141000.0,3940.50334157,-0.34%
2023-02-11,28377000.0,28145000.0,28379000.0,28057000.0,4616.92676125,0.82%
2023-02-10,28120000.0,28193000.0,28350000.0,27916000.0,5826.76054517,-0.26%
2023-02-09,28193000.0,29303000.0,29400000.0,28135000.0,12573.15274824,-3.79%
2023-02-08,29303000.0,29452000.0,29591000.0,28940000.0,9798.40627898,-0.51%
2023-02-07,29452000.0,29225000.0,29561000.0,29017000.0,16246.13827362,0.78%
2023-02-06,29222000.0,28990000.0,29439000.0,28650000.0,12169.80778483,0.80%
2023-02-05,28990000.0,29398000.0,29528000.0,28827000.0,4235.89074629,-1.39%
2023-02-04,29420000.0,29432000.0,29650000.0,29349000.0,2924.16282953,-0.04%
2023-02-03,29432000.0,29601000.0,29734000.0,29287000.0,4743.68642573,-0.57%
2023-02-02,29600000.0,29599000.0,30285000.0,29530000.0,6298.03336104,0.00%
2023-02-01,29620000.0,29052000.0,29740000.0,28626000.0,5637.91674767,1.96%
2023-01-31,29064000.0,28724000.0,29225000.0,28430000.0,4605.2685438,1.18%
2023-01-30,28706000.0,29657000.0,29777000.0,28323000.0,6952.22920216,-3.21%
2023-01-29,29670000.0,29064000.0,29922000.0,28984000.0,4907.89247424,2.09%
2023-01-28,29063000.0,28950000.0,29118000.0,28800000.0,2868.91809477,0.39%
2023-01-27,28950000.0,28930000.0,29336000.0,28456000.0,4064.65143245,0.07%
2023-01-26,28930000.0,28736000.0,29081000.0,28692000.0,4523.70646705,0.68%
2023-01-25,28736000.0,28363000.0,29524000.0,28001000.0,6714.84384155,1.32%
2023-01-24,28351000.0,28600000.0,28951000.0,28014000.0,6049.39200584,-0.87%
2023-01-23,28609000.0,28400000.0,28890000.0,28220000.0,4463.87685569,0.74%
2023-01-22,28390000.0,28333000.0,28706000.0,27937000.0,4350.78921131,0.20%
2023-01-21,28333000.0,28025000.0,29000000.0,27721000.0,7165.77976055,1.10%
2023-01-20,28026000.0,26208000.0,28105000.0,26101000.0,6019.1130748,6.94%
2023-01-19,26205000.0,25701000.0,26299000.0,25690000.0,3265.22551081,1.96%
2023-01-18,25718000.0,26255000.0,26795000.0,25502000.0,8246.64292241,-2.05%
2023-01-17,26255000.0,26327000.0,26662000.0,25989000.0,3964.85483208,-0.27%
2023-01-16,26368000.0,25857000.0,26585000.0,25600000.0,5477.23271265,1.98%
2023-01-15,25836000.0,25873000.0,25990000.0,25447000.0,4769.18417993,-0.14%
2023-01-14,25881000.0,24802000.0,26201000.0,24766000.0,14303.12399754,4.35%
2023-01-13,24802000.0,23546000.0,24902000.0,23378000.0,6444.40501392,5.33%
2023-01-12,23552000.0,22475000.0,23900000.0,22415000.0,7650.90163135,4.79%
2023-01-11,22485000.0,21916000.0,22501000.0,21871000.0,3066.63549183,2.60%
2023-01-10,21916000.0,21655000.0,21960000.0,21558000.0,2628.4345643,1.21%
2023-01-09,21655000.0,21704000.0,21844000.0,21628000.0,3454.03347779,-0.23%
2023-01-08,21704000.0,21539000.0,21760000.0,21498000.0,1541.66935544,0.77%
2023-01-07,21539000.0,21517000.0,21585000.0,21467000.0,1254.83333687,0.10%
2023-01-06,21517000.0,21575000.0,21593000.0,21280000.0,3285.37671627,-0.27%
2023-01-05,21575000.0,21589000.0,21641000.0,21404000.0,3563.01023528,-0.06%
2023-01-04,21588000.0,21351000.0,21732000.0,21341000.0,2479.24818185,1.11%
2023-01-03,21351000.0,21209000.0,21451000.0,21178000.0,2097.6153058,0.67%
2023-01-02,21215000.0,21128000.0,21400000.0,21047000.0,2578.84453056,0.41%
2023-01-01,21123000.0,21079000.0,21171000.0,21002000.0,1486.46755344,0.21%
2022-12-31,21079000.0,21086000.0,21249000.0,20966000.0,2960.90009546,-0.03%
2022-12-30,21070000.0,21201000.0,21232000.0,20700000.0,2699.07221598,-0.62%
2022-12-29,21201000.0,21061000.0,21295000.0,20908000.0,2464.45782163,0.66%
2022-12-28,21061000.0,21324000.0,21396000.0,21010000.0,3151.28076106,-1.23%
2022-12-27,21321000.0,21711000.0,21745000.0,21242000.0,2842.5245103,-1.80%
2022-12-26,21702000.0,21854000.0,21861000.0,21596000.0,2548.57785278,-0.70%
2022-12-25,21848000.0,21951000.0,21962000.0,21776000.0,2041.54109032,-0.47%
2022-12-24,21951000.0,21884000.0,21985000.0,21858000.0,1191.82030528,0.31%
2022-12-23,21872000.0,21891000.0,22000000.0,21764000.0,2253.90628813,-0.09%
2022-12-22,21891000.0,21943000.0,21980000.0,21659000.0,2511.79402989,-0.24%
2022-12-21,21943000.0,22017000.0,22065000.0,21874000.0,2014.94764474,-0.34%
2022-12-20,22011000.0,21654000.0,22221000.0,21585000.0,3084.65713734,1.65%
2022-12-19,21654000.0,22214000.0,22240000.0,21521000.0,3169.23383434,-2.52%
2022-12-18,22210000.0,22230000.0,22299000.0,22111000.0,1889.62079373,-0.09%
2022-12-17,22230000.0,22249000.0,22367000.0,22000000.0,2908.95281168,-0.09%
2022-12-16,22249000.0,22952000.0,23050000.0,22125000.0,4660.97070297,-3.06%
2022-12-15,22942000.0,23255000.0,23382000.0,22877000.0,2875.73302095,-1.35%
2022-12-14,23235000.0,23182000.0,23941000.0,23147000.0,4041.5227297,0.23%
2022-12-13,23161000.0,22824000.0,23600000.0,22570000.0,5226.52781477,1.48%
2022-12-12,22824000.0,22784000.0,22882000.0,22487000.0,2436.29764131,0.18%
2022-12-11,22775000.0,22824000.0,22915000.0,22760000.0,1591.84902453,-0.21%
2022-12-10,22831000.0,22845000.0,22940000.0,22820000.0,1339.76576612,-0.06%
2022-12-09,22849000.0,22918000.0,23000000.0,22770000.0,2349.72627368,-0.30%
2022-12-08,22918000.0,22544000.0,23000000.0,22484000.0,2658.30122236,1.66%
2022-12-07,22544000.0,22837000.0,22898000.0,22400000.0,3381.14787642,-1.28%
2022-12-06,22821000.0,22729000.0,22885000.0,22701000.0,2826.97261012,0.40%
2022-12-05,22725000.0,22918000.0,23150000.0,22685000.0,3649.93086302,-0.84%
2022-12-04,22906000.0,22821000.0,23021000.0,22755000.0,1690.07399271,0.37%
2022-12-03,22830000.0,22877000.0,22973000.0,22752000.0,1361.73087278,-0.21%
2022-12-02,22877000.0,23008000.0,23046000.0,22650000.0,2707.54917012,-0.57%
2022-12-01,23002000.0,23209000.0,23400000.0,22871000.0,3278.51519679,-0.89%
2022-11-30,23192000.0,22417000.0,23293000.0,22415000.0,4690.57520524,3.46%
2022-11-29,22417000.0,22329000.0,22617000.0,22155000.0,2523.90821039,0.39%
2022-11-28,22339000.0,22661000.0,22690000.0,22217000.0,3579.0905705,-1.42%
2022-11-27,22646000.0,22646000.0,22774000.0,22605000.0,1989.05113784,0.00%
2022-11-26,22660000.0,22677000.0,22862000.0,22605000.0,2148.77580606,-0.07%
2022-11-25,22676000.0,22735000.0,22794000.0,22370000.0,3000.13344954,-0.26%
2022-11-24,22738000.0,22985000.0,23220000.0,22566000.0,4151.70054394,-1.07%
2022-11-23,22985000.0,22599000.0,23121000.0,22525000.0,4524.89351291,1.71%
2022-11-22,22584000.0,22220000.0,22719000.0,22031000.0,4830.10682581,1.64%
2022-11-21,22220000.0,22763000.0,22810000.0,22000000.0,5410.35456693,-2.39%
2022-11-20,22788000.0,23082000.0,23128000.0,22651000.0,4008.06831163,-1.27%
2022-11-19,23081000.0,23062000.0,23197000.0,22928000.0,2254.61082489,0.08%
2022-11-18,23061000.0,22982000.0,23330000.0,22900000.0,3545.61958418,0.34%
2022-11-17,22982000.0,22954000.0,23039000.0,22613000.0,3192.69376433,0.12%
2022-11-16,22954000.0,23003000.0,23162000.0,22550000.0,4821.31903186,-0.21%
2022-11-15,23003000.0,22706000.0,23220000.0,22530000.0,6064.33492986,1.31%
2022-11-14,22701000.0,22511000.0,23438000.0,21509000.0,13460.02192864,0.84%
2022-11-13,22510000.0,23380000.0,23515000.0,22500000.0,7169.9512786,-3.72%
2022-11-12,23380000.0,23657000.0,23755000.0,23061000.0,4753.99237337,-1.17%
2022-11-11,23656000.0,24779000.0,24928000.0,23000000.0,12736.12608371,-4.53%
2022-11-10,24779000.0,22924000.0,25120000.0,22840000.0,20710.2527776,8.09%
2022-11-09,22919000.0,26652000.0,26832000.0,22564000.0,22296.85265068,-14.01%
2022-11-08,26650000.0,28945000.0,29020000.0,25842000.0,21680.49236147,-7.93%
2022-11-07,28945000.0,29470000.0,29658000.0,28790000.0,5212.34471889,-1.78%
2022-11-06,29473000.0,29756000.0,29869000.0,29400000.0,3135.46538779,-0.95%
2022-11-05,29756000.0,29388000.0,29870000.0,29304000.0,5550.07970205,1.25%
2022-11-04,29388000.0,28685000.0,29679000.0,28683000.0,7964.11785191,2.45%
2022-11-03,28693000.0,28632000.0,28900000.0,28443000.0,6757.69291375,0.21%
2022-11-02,28632000.0,28753000.0,29299000.0,28500000.0,7547.86136867,-0.42%
2022-11-01,28749000.0,28778000.0,28928000.0,28634000.0,2933.71664252,-0.10%
2022-10-31,28778000.0,28957000.0,29217000.0,28580000.0,3780.01775723,-0.62%
2022-10-30,28957000.0,29091000.0,29350000.0,28902000.0,3137.06875888,-0.46%
2022-10-29,29091000.0,28932000.0,29497000.0,28910000.0,6211.37653974,0.55%
2022-10-28,28958000.0,28590000.0,29183000.0,28350000.0,3424.86186466,1.29%
2022-10-27,28590000.0,29116000.0,29238000.0,28530000.0,5172.49423341,-1.81%
2022-10-26,29079000.0,28494000.0,29447000.0,28470000.0,5979.87612062,2.05%
2022-10-25,28494000.0,27803000.0,28844000.0,27621000.0,4893.20312894,2.49%
2022-10-24,27803000.0,27981000.0,28077000.0,27663000.0,3125.3489913,-0.64%
2022-10-23,27981000.0,27620000.0,28152000.0,27484000.0,2722.16975796,1.31%
2022-10-22,27620000.0,27600000.0,27700000.0,27547000.0,2036.10495024,0.07%
2022-10-21,27580000.0,27505000.0,27700000.0,27130000.0,2767.62248007,0.27%
2022-10-20,27505000.0,27639000.0,27800000.0,27400000.0,2683.2479925,-0.48%
2022-10-19,27657000.0,27824000.0,27825000.0,27536000.0,3160.61602939,-0.60%
2022-10-18,27812000.0,27995000.0,28180000.0,27530000.0,3645.54686846,-0.65%
2022-10-17,27993000.0,27655000.0,28200000.0,27526000.0,3325.59179617,1.22%
2022-10-16,27655000.0,27548000.0,27900000.0,27502000.0,1613.23153145,0.39%
2022-10-15,27524000.0,27656000.0,27722000.0,27410000.0,1863.65198088,-0.48%
2022-10-14,27660000.0,27808000.0,28539000.0,27500000.0,5280.08123901,-0.53%
2022-10-13,27810000.0,27460000.0,28063000.0,26400000.0,8203.95839502,1.27%
2022-10-12,27460000.0,27339000.0,27523000.0,27255000.0,2101.42661527,0.44%
2022-10-11,27339000.0,27397000.0,27678000.0,27131000.0,3732.94000305,-0.21%
2022-10-10,27401000.0,27679000.0,27833000.0,27359000.0,4196.41533705,-1.00%
2022-10-09,27679000.0,27743000.0,27885000.0,27622000.0,1640.58178291,-0.23%
2022-10-08,27743000.0,27810000.0,27933000.0,27602000.0,2106.94531415,-0.24%
2022-10-07,27805000.0,28418000.0,28517000.0,27663000.0,5416.37859178,-2.16%
2022-10-06,28418000.0,28720000.0,28930000.0,28290000.0,4801.18768165,-1.05%
2022-10-05,28721000.0,28952000.0,29017000.0,28322000.0,5152.71568006,-0.80%
2022-10-04,28980000.0,28280000.0,29094000.0,28145000.0,5533.81706516,2.48%
2022-10-03,28299000.0,27672000.0,28375000.0,27591000.0,3956.10964039,2.27%
2022-10-02,27691000.0,27868000.0,27960000.0,27512000.0,3079.76956148,-0.64%
2022-10-01,27868000.0,27924000.0,28008000.0,27696000.0,2546.82511672,-0.20%
2022-09-30,27924000.0,28020000.0,28841000.0,27580000.0,6867.90245601,-0.34%
2022-09-29,28033000.0,27952000.0,28246000.0,27290000.0,6460.93157873,0.29%
2022-09-28,27952000.0,27495000.0,28421000.0,26800000.0,7772.21243875,1.66%
2022-09-27,27501000.0,27604000.0,29112000.0,27130000.0,11326.09517744,-0.37%
2022-09-26,27597000.0,27051000.0,27749000.0,27000000.0,4639.44616128,2.02%
2022-09-25,27051000.0,27270000.0,27499000.0,26910000.0,2488.11130047,-0.80%
2022-09-24,27270000.0,27591000.0,27611000.0,27101000.0,2902.69643769,-1.16%
2022-09-23,27594000.0,27571000.0,27788000.0,26709000.0,7237.64208747,0.08%
2022-09-22,27572000.0,26523000.0,27698000.0,26478000.0,5953.98909369,3.96%
2022-09-21,26538000.0,26757000.0,27974000.0,26199000.0,9250.11876736,-0.82%
2022-09-20,26757000.0,27566000.0,27707000.0,26582000.0,5253.12223798,-2.93%
2022-09-19,27566000.0,27490000.0,27732000.0,26216000.0,9719.59411004,0.28%
2022-09-18,27490000.0,28174000.0,28206000.0,27280000.0,4018.15031347,-2.43%
2022-09-17,28174000.0,27916000.0,28357000.0,27893000.0,3240.10043653,0.92%
2022-09-16,27915000.0,28029000.0,28173000.0,27453000.0,5350.8370115,-0.41%
2022-09-15,28024000.0,28352000.0,28518000.0,27774000.0,6939.77703727,-1.16%
2022-09-14,28344000.0,28371000.0,28813000.0,27688000.0,8716.78268528,-0.10%
2022-09-13,28371000.0,30684000.0,31300000.0,28200000.0,15229.11580906,-7.54%
2022-09-12,30656000.0,30028000.0,30851000.0,29780000.0,7642.56603339,2.09%
2022-09-11,30028000.0,29727000.0,30030000.0,29527000.0,3688.60048846,1.01%
2022-09-10,29727000.0,29344000.0,29900000.0,29001000.0,5736.67505696,1.31%
2022-09-09,29350000.0,26887000.0,29616000.0,26864000.0,9802.80413791,9.16%
2022-09-08,26887000.0,26811000.0,27042000.0,26601000.0,4259.43244539,0.28%
2022-09-07,26810000.0,26361000.0,27064000.0,26198000.0,5757.55932075,1.70%
2022-09-06,26361000.0,27309000.0,27690000.0,26203000.0,8145.67658457,-3.47%
2022-09-05,27309000.0,27529000.0,27599000.0,27223000.0,3528.46820144,-0.80%
2022-09-04,27528000.0,27440000.0,27590000.0,27200000.0,1823.70402927,0.32%
2022-09-03,27447000.0,27562000.0,27704000.0,27286000.0,1868.62894153,-0.42%
2022-09-02,27571000.0,27636000.0,28000000.0,27312000.0,3667.65760467,-0.24%
2022-09-01,27636000.0,27521000.0,27773000.0,27100000.0,3585.51130768,0.42%
2022-08-31,27530000.0,27314000.0,27957000.0,27286000.0,3677.29907389,0.79%
2022-08-30,27314000.0,27792000.0,28150000.0,27155000.0,4229.54737089,-1.72%
2022-08-29,27792000.0,27098000.0,28066000.0,27094000.0,3709.53491351,2.56%
2022-08-28,27099000.0,27739000.0,27878000.0,27090000.0,2480.82358668,-2.31%
2022-08-27,27739000.0,27954000.0,28150000.0,27510000.0,3125.25646287,-0.77%
2022-08-26,27969000.0,29299000.0,29655000.0,27790000.0,7729.24670505,-4.54%
2022-08-25,29300000.0,29103000.0,29500000.0,29036000.0,3452.12199237,0.68%
2022-08-24,29104000.0,29287000.0,29695000.0,28950000.0,3125.56012147,-0.62%
2022-08-23,29307000.0,29261000.0,29528000.0,28701000.0,3763.61382345,0.16%
2022-08-22,29260000.0,29458000.0,29554000.0,28857000.0,4297.80375186,-0.67%
2022-08-21,29459000.0,29350000.0,29760000.0,29016000.0,3786.40688642,0.37%
2022-08-20,29340000.0,28678000.0,29429000.0,28616000.0,5295.31161819,2.31%
2022-08-19,28678000.0,31720000.0,31739000.0,28612000.0,11796.61947017,-9.59%
2022-08-18,31720000.0,31547000.0,31779000.0,31484000.0,2950.43773428,0.55%
2022-08-17,31547000.0,32082000.0,32600000.0,31334000.0,5812.24927668,-1.67%
2022-08-16,32082000.0,32435000.0,32600000.0,31865000.0,4179.74642172,-1.09%
2022-08-15,32445000.0,32544000.0,33450000.0,32139000.0,6914.8075927,-0.30%
2022-08-14,32544000.0,32562000.0,33197000.0,32310000.0,6387.19826642,-0.06%
2022-08-13,32562000.0,32368000.0,32957000.0,32260000.0,4388.33032231,0.60%
2022-08-12,32368000.0,31770000.0,32450000.0,31590000.0,8387.04392221,1.88%
2022-08-11,31770000.0,31583000.0,32879000.0,31581000.0,9244.45685127,0.59%
2022-08-10,31583000.0,30997000.0,32073000.0,30522000.0,8806.55797536,1.89%
2022-08-09,30997000.0,31435000.0,31743000.0,30570000.0,5607.51268342,-1.39%
2022-08-08,31459000.0,30695000.0,31925000.0,30680000.0,5716.18441331,2.49%
2022-08-07,30685000.0,30534000.0,30899000.0,30440000.0,2514.51503225,0.49%
2022-08-06,30534000.0,30767000.0,30843000.0,30509000.0,2650.63355937,-0.76%
2022-08-05,30767000.0,30318000.0,30990000.0,30261000.0,5525.87043361,1.48%
2022-08-04,30315000.0,30708000.0,30980000.0,30159000.0,5092.11116051,-1.28%
2022-08-03,30708000.0,30754000.0,31467000.0,30509000.0,6104.35808879,-0.15%
2022-08-02,30754000.0,30851000.0,31141000.0,30246000.0,7603.47582952,-0.31%
2022-08-01,30851000.0,30750000.0,31099000.0,30392000.0,6632.83303678,0.33%
2022-07-31,30751000.0,31270000.0,31775000.0,30714000.0,7085.40894364,-1.66%
2022-07-30,31281000.0,31402000.0,32500000.0,31171000.0,7360.05975571,-0.39%
2022-07-29,31404000.0,31217000.0,31990000.0,30965000.0,9751.91139782,0.60%
2022-07-28,31217000.0,30200000.0,31573000.0,29850000.0,10610.58966033,3.37%
2022-07-27,30202000.0,28401000.0,30492000.0,28165000.0,8326.59445286,6.34%
2022-07-26,28401000.0,28555000.0,28633000.0,27716000.0,6394.87499911,-0.54%
2022-07-25,28555000.0,29818000.0,29938000.0,28500000.0,8196.41047121,-4.24%
2022-07-24,29818000.0,29704000.0,30195000.0,29498000.0,5186.69159558,0.38%
2022-07-23,29722000.0,30077000.0,30272000.0,29214000.0,5699.5983605,-1.18%
2022-07-22,30080000.0,30415000.0,31201000.0,29874000.0,7607.90890932,-1.10%
2022-07-21,30415000.0,30500000.0,30849000.0,29621000.0,10664.60764073,-0.28%
2022-07-20,30505000.0,30646000.0,31831000.0,30128000.0,12434.44375652,-0.46%
2022-07-19,30660000.0,29322000.0,31050000.0,28476000.0,14595.94785594,4.56%
2022-07-18,29322000.0,27505000.0,29613000.0,27450000.0,13859.74527805,6.61%
2022-07-17,27505000.0,27856000.0,28481000.0,27453000.0,6347.36604649,-1.26%
2022-07-16,27857000.0,27496000.0,28387000.0,27114000.0,5336.1088057,1.31%
2022-07-15,27518000.0,27140000.0,27899000.0,26914000.0,6257.93313595,1.39%
2022-07-14,27135000.0,26604000.0,27500000.0,26103000.0,6982.83175399,2.00%
2022-07-13,26611000.0,25723000.0,26759000.0,25200000.0,8364.96759425,3.45%
2022-07-12,25723000.0,26474000.0,26565000.0,25650000.0,5167.36529415,-2.84%
2022-07-11,26460000.0,27317000.0,27327000.0,26400000.0,5812.7656968,-3.14%
2022-07-10,27317000.0,28199000.0,28222000.0,27181000.0,5010.69690978,-3.13%
2022-07-09,28200000.0,28241000.0,28600000.0,27915000.0,4557.63927433,-0.15%
2022-07-08,28241000.0,28129000.0,29084000.0,27800000.0,10799.53960874,0.40%
2022-07-07,28115000.0,26953000.0,28347000.0,26600000.0,8756.63987596,4.31%
2022-07-06,26954000.0,26523000.0,27084000.0,26131000.0,5929.70297686,1.63%
2022-07-05,26548000.0,26399000.0,27269000.0,25580000.0,8426.86858306,0.56%
2022-07-04,26399000.0,25454000.0,26560000.0,25150000.0,6263.45644496,3.71%
2022-07-03,25422000.0,25465000.0,25870000.0,25000000.0,4004.47295514,-0.17%
2022-07-02,25463000.0,25576000.0,25700000.0,25180000.0,3585.12725415,-0.44%
2022-07-01,25556000.0,25999000.0,27110000.0,25100000.0,10667.06530912,-1.70%
2022-06-30,26003000.0,26572000.0,26609000.0,24776000.0,11478.34480571,-2.14%
2022-06-29,26548000.0,26553000.0,26800000.0,26163000.0,9223.20252083,-0.02%
2022-06-28,26547000.0,27033000.0,27456000.0,26470000.0,5406.3616699,-1.80%
2022-06-27,27039000.0,27475000.0,27850000.0,26800000.0,5752.80718136,-1.59%
2022-06-26,27460000.0,27837000.0,28350000.0,27415000.0,5447.10131764,-1.35%
2022-06-25,27832000.0,27592000.0,27989000.0,27258000.0,6225.32828277,0.87%
2022-06-24,27597000.0,27419000.0,27900000.0,26975000.0,13388.9322414,0.65%
2022-06-23,27419000.0,26180000.0,27489000.0,26105000.0,11674.89801533,4.73%
2022-06-22,26193000.0,26967000.0,27160000.0,25950000.0,7880.69810885,-2.87%
2022-06-21,26967000.0,26643000.0,27970000.0,26476000.0,10207.59720614,1.22%
2022-06-20,26643000.0,26666000.0,27184000.0,25599000.0,12451.16444339,-0.09%
2022-06-19,26642000.0,25096000.0,26943000.0,23800000.0,15039.09542323,6.16%
2022-06-18,25093000.0,27010000.0,27345000.0,24000000.0,17021.37137859,-7.10%
2022-06-17,27010000.0,26900000.0,27920000.0,26573000.0,8254.74720985,0.41%
2022-06-16,26898000.0,29235000.0,29622000.0,26718000.0,10897.12712035,-7.99%
2022-06-15,29253000.0,28828000.0,29566000.0,26694000.0,20040.69089176,1.47%
2022-06-14,28829000.0,29373000.0,30205000.0,27412000.0,19487.81540886,-1.85%
2022-06-13,29372000.0,34718000.0,35050000.0,28960000.0,21092.06419942,-15.40%
2022-06-12,34718000.0,37061000.0,37157000.0,34700000.0,6146.33187376,-6.32%
2022-06-11,37058000.0,37613000.0,37990000.0,36680000.0,4509.66118809,-1.48%
2022-06-10,37611000.0,38265000.0,38850000.0,37470000.0,4429.21478893,-1.71%
2022-06-09,38256000.0,38581000.0,38800000.0,38150000.0,2945.15078326,-0.84%
2022-06-08,38581000.0,39366000.0,39599000.0,38128000.0,5152.82944355,-1.99%
2022-06-07,39398000.0,39532000.0,39797000.0,37500000.0,7886.33246816,-0.34%
2022-06-06,39532000.0,37974000.0,39952000.0,37966000.0,4372.22457945,4.10%
2022-06-05,37972000.0,37916000.0,38300000.0,37608000.0,1320.2216869,0.15%
2022-06-04,37916000.0,37852000.0,38100000.0,37666000.0,1401.3122846,0.17%
2022-06-03,37851000.0,38393000.0,38630000.0,37378000.0,3606.94746991,-1.41%
2022-06-02,38392000.0,37880000.0,38680000.0,37558000.0,2899.34567262,1.35%
2022-06-01,37880000.0,39927000.0,40150000.0,37500000.0,6304.81427285,-5.13%
2022-05-31,39923000.0,39527000.0,40600000.0,39300000.0,6442.97998078,1.00%
2022-05-30,39550000.0,37415000.0,39989000.0,37230000.0,5467.46003665,5.71%
2022-05-29,37380000.0,37033000.0,37620000.0,36825000.0,1712.65014609,0.94%
2022-05-28,37034000.0,36862000.0,37373000.0,36613000.0,1931.8459728,0.47%
2022-05-27,36837000.0,37662000.0,37889000.0,36413000.0,4373.88537069,-2.19%
2022-05-26,37662000.0,37937000.0,38230000.0,36394000.0,5202.30433331,-0.72%
2022-05-25,37935000.0,37827000.0,38360000.0,37558000.0,3871.09133713,0.29%
2022-05-24,37827000.0,37436000.0,38000000.0,36725000.0,3823.78536764,1.04%
2022-05-23,37436000.0,38933000.0,39220000.0,37209000.0,4947.2210493,-3.85%
2022-05-22,38933000.0,38037000.0,39150000.0,37886000.0,3336.52070723,2.36%
2022-05-21,38037000.0,37798000.0,38253000.0,37558000.0,2813.64815039,0.63%
2022-05-20,37762000.0,38781000.0,39298000.0,37267000.0,5865.61037606,-2.63%
2022-05-19,38780000.0,37100000.0,39085000.0,37000000.0,6407.34186752,4.53%
2022-05-18,37099000.0,39260000.0,39464000.0,37001000.0,6367.45223,-5.50%
2022-05-17,39259000.0,39260000.0,39900000.0,38416000.0,5356.75318186,-0.00%
2022-05-16,39256000.0,40902000.0,40940000.0,38620000.0,5678.83385342,-4.02%
2022-05-15,40906000.0,39967000.0,41000000.0,39270000.0,4277.65503384,2.35%
2022-05-14,39967000.0,39270000.0,40243000.0,38400000.0,5512.19561961,1.77%
2022-05-13,39270000.0,39246000.0,41324000.0,38777000.0,12398.91880053,0.06%
2022-05-12,39243000.0,40263000.0,41178000.0,37000000.0,23389.06342749,-2.53%
2022-05-11,40290000.0,41044000.0,43980000.0,39088000.0,31967.29718725,-1.84%
2022-05-10,41046000.0,41000000.0,43110000.0,40150000.0,12076.37492996,0.11%
2022-05-09,41002000.0,44763000.0,45037000.0,40719000.0,8307.10609305,-8.40%
2022-05-08,44770000.0,46507000.0,46515000.0,44624000.0,4109.81944036,-3.73%
2022-05-07,46507000.0,47030000.0,47130000.0,46054000.0,1727.39505839,-1.11%
2022-05-06,47031000.0,47650000.0,47800000.0,46210000.0,4073.14582751,-1.30%
2022-05-05,47647000.0,50631000.0,50832000.0,47048000.0,6259.76119967,-5.89%
2022-05-04,50616000.0,48772000.0,50999000.0,48722000.0,3904.11622031,3.78%
